Entity,Code,Year,"Hospital beds (per 1,000 people)"
Jordan,JOR,2014,1.43
Jordan,JOR,2015,1.38
Jordan,JOR,2016,1.38
Jordan,JOR,2017,1.45
Jordan,JOR,2018,1.41
Jordan,JOR,2019,1.36
Jordan,JOR,2020,1.37
Jordan,JOR,2021,1.38
Kazakhstan,KAZ,1980,13.0934
Kazakhstan,KAZ,1981,13.2291
Kazakhstan,KAZ,1982,13.3115
Kazakhstan,KAZ,1983,13.3694
Kazakhstan,KAZ,1984,13.5124
Kazakhstan,KAZ,1985,13.5857
Kazakhstan,KAZ,1986,13.5607
Kazakhstan,KAZ,1987,13.5561
Kazakhstan,KAZ,1988,13.5442
Kazakhstan,KAZ,1989,13.63
Kazakhstan,KAZ,1990,13.6661
Kazakhstan,KAZ,1991,13.709
Kazakhstan,KAZ,1992,13.4619
Kazakhstan,KAZ,1993,13.1665
Kazakhstan,KAZ,1994,12.1447
Kazakhstan,KAZ,1995,11.65
Kazakhstan,KAZ,1996,10.33
Kazakhstan,KAZ,1997,8.45
Kazakhstan,KAZ,1998,8.19
Kazakhstan,KAZ,1999,7.25
Kazakhstan,KAZ,2000,7.02
Kazakhstan,KAZ,2001,6.78
Kazakhstan,KAZ,2002,6.8
Kazakhstan,KAZ,2003,7.45
Kazakhstan,KAZ,2004,7.51
Kazakhstan,KAZ,2005,7.51
Kazakhstan,KAZ,2006,7.52
Kazakhstan,KAZ,2007,7.47
Kazakhstan,KAZ,2008,7.46
Kazakhstan,KAZ,2009,7.39
Kazakhstan,KAZ,2010,7.16
Kazakhstan,KAZ,2011,6.98
Kazakhstan,KAZ,2012,6.61
Kazakhstan,KAZ,2013,6.2
Kazakhstan,KAZ,2014,5.98
Kazakhstan,KAZ,2015,5.75
Kazakhstan,KAZ,2016,5.54
Kazakhstan,KAZ,2017,5.43
Kazakhstan,KAZ,2018,5.31
Kazakhstan,KAZ,2019,5.13
Kazakhstan,KAZ,2020,6.72
Kenya,KEN,1960,1.25048
Kenya,KEN,1970,1.2643
Kenya,KEN,1975,1.25
Kenya,KEN,1985,1.7071
Kenya,KEN,1989,1.4362
Kenya,KEN,1990,1.6472
Kenya,KEN,2002,1.9
Kenya,KEN,2004,1.4
Kenya,KEN,2006,1.4
Kenya,KEN,2010,1.4
Kenya,KEN,2019,1.33
Kiribati,KIR,1960,6.3636365
Kiribati,KIR,1970,12.3313
Kiribati,KIR,1980,5.0947
Kiribati,KIR,1981,4.7683
Kiribati,KIR,1990,4.2718
Kiribati,KIR,1998,1.8
Kiribati,KIR,2004,1.5
Kiribati,KIR,2005,1.51
Kiribati,KIR,2009,1.5
Kiribati,KIR,2010,1.33
Kiribati,KIR,2011,1.3
Kiribati,KIR,2015,1.9
Kiribati,KIR,2016,1.86
Kuwait,KWT,1960,6.798561
Kuwait,KWT,1970,4.8347
Kuwait,KWT,1980,4.1447
Kuwait,KWT,1989,2.9854
Kuwait,KWT,1997,2.76
Kuwait,KWT,2000,2.36
Kuwait,KWT,2001,2.36
Kuwait,KWT,2002,2.3
Kuwait,KWT,2003,2.24
Kuwait,KWT,2004,2.2
Kuwait,KWT,2005,2.47
Kuwait,KWT,2006,2.45
Kuwait,KWT,2007,2.43
Kuwait,KWT,2008,2.45
Kuwait,KWT,2009,2.52
Kuwait,KWT,2010,2.5
Kuwait,KWT,2011,2.53
Kuwait,KWT,2012,2.35
Kuwait,KWT,2013,2.2
Kuwait,KWT,2014,2.19
Kuwait,KWT,2015,2.13
Kuwait,KWT,2016,2.05
Kuwait,KWT,2017,2.07
Kuwait,KWT,2018,2.01
Kuwait,KWT,2019,2
Kuwait,KWT,2020,2.35
Kyrgyzstan,KGZ,1980,12.0114
Kyrgyzstan,KGZ,1981,12.1185
Kyrgyzstan,KGZ,1982,12.1033
Kyrgyzstan,KGZ,1983,11.9365
Kyrgyzstan,KGZ,1984,11.9771
Kyrgyzstan,KGZ,1985,12.0304
Kyrgyzstan,KGZ,1986,12.0309
Kyrgyzstan,KGZ,1987,12.0642
Kyrgyzstan,KGZ,1988,11.9474
Kyrgyzstan,KGZ,1989,11.972
Kyrgyzstan,KGZ,1990,11.9773
Kyrgyzstan,KGZ,1991,12.058
Kyrgyzstan,KGZ,1992,11.932
Kyrgyzstan,KGZ,1993,10.7456
Kyrgyzstan,KGZ,1994,9.6053
Kyrgyzstan,KGZ,1995,8.64
Kyrgyzstan,KGZ,1996,8.41
Kyrgyzstan,KGZ,1997,8.6
Kyrgyzstan,KGZ,1998,8.3
Kyrgyzstan,KGZ,1999,7.47
Kyrgyzstan,KGZ,2000,6.97
Kyrgyzstan,KGZ,2001,6.09
Kyrgyzstan,KGZ,2002,5.46
Kyrgyzstan,KGZ,2003,5.24
Kyrgyzstan,KGZ,2004,5.07
Kyrgyzstan,KGZ,2005,5.04
Kyrgyzstan,KGZ,2006,5.01
Kyrgyzstan,KGZ,2007,5.3
Kyrgyzstan,KGZ,2008,5.28
Kyrgyzstan,KGZ,2009,5.13
Kyrgyzstan,KGZ,2010,5.06
Kyrgyzstan,KGZ,2011,4.98
Kyrgyzstan,KGZ,2012,4.92
Kyrgyzstan,KGZ,2013,4.82
Kyrgyzstan,KGZ,2014,4.74
Kyrgyzstan,KGZ,2015,4.55
Kyrgyzstan,KGZ,2016,4.52
Kyrgyzstan,KGZ,2017,4.4
Kyrgyzstan,KGZ,2018,4.28
Kyrgyzstan,KGZ,2019,4.2
Kyrgyzstan,KGZ,2020,4.19
Kyrgyzstan,KGZ,2021,4.23
Laos,LAO,1960,0.47220945
Laos,LAO,1970,0.9274
Laos,LAO,1990,2.5698
Laos,LAO,2000,1.16
Laos,LAO,2001,1.15
Laos,LAO,2002,1.13
Laos,LAO,2003,1.1
Laos,LAO,2004,1.15
Laos,LAO,2005,1.15
Laos,LAO,2006,1.12
Laos,LAO,2007,1.15
Laos,LAO,2008,1.16
Laos,LAO,2009,1.03
Laos,LAO,2010,1.06
Laos,LAO,2011,1.32
Laos,LAO,2012,1.53
Laos,LAO,2013,1.1
Laos,LAO,2014,1.09
Laos,LAO,2015,1.16
Laos,LAO,2016,1.21
Laos,LAO,2017,1.58
Laos,LAO,2018,1.47
Laos,LAO,2019,1.69
Laos,LAO,2020,1.27
Laos,LAO,2021,1.31
Latin America and Caribbean (WB),,1960,3.4313462
Latin America and Caribbean (WB),,1970,3.4719849
Latin America and Caribbean (WB),,1990,2.4935582
Latin America and Caribbean (WB),,1993,2.5676944
Latin America and Caribbean (WB),,1996,2.2683048
Latin America and Caribbean (WB),,2000,2.369489
Latin America and Caribbean (WB),,2001,2.0987344
Latin America and Caribbean (WB),,2003,1.78204
Latin America and Caribbean (WB),,2005,2.095822
Latin America and Caribbean (WB),,2006,1.824549
Latin America and Caribbean (WB),,2007,1.7182772
Latin America and Caribbean (WB),,2008,1.8856652
Latin America and Caribbean (WB),,2009,1.8299161
Latin America and Caribbean (WB),,2010,2.0236056
Latin America and Caribbean (WB),,2011,1.9595499
Latin America and Caribbean (WB),,2012,2.013818
Latin America and Caribbean (WB),,2013,2.0405397
Latin America and Caribbean (WB),,2014,1.9654858
Latin America and Caribbean (WB),,2015,1.9331759
Latin America and Caribbean (WB),,2016,1.9679568
Latin America and Caribbean (WB),,2017,1.9273456
Latin America and Caribbean (WB),,2018,1.8776017
Latin America and Caribbean (WB),,2019,1.8553964
Latin America and Caribbean (WB),,2020,1.8958633
Latin America and Caribbean (WB),,2021,1.9955932
Latvia,LVA,1980,13.891
Latvia,LVA,1985,14.3086
Latvia,LVA,1986,14.1929
Latvia,LVA,1987,14.239
Latvia,LVA,1988,14.0949
Latvia,LVA,1989,14.0235
Latvia,LVA,1990,14.0754
Latvia,LVA,1991,13.6219
Latvia,LVA,1992,12.9406
Latvia,LVA,1993,12.2315
Latvia,LVA,1994,12.0552
Latvia,LVA,1995,11.19
Latvia,LVA,1996,10.44
Latvia,LVA,1997,9.8
Latvia,LVA,1998,9.41
Latvia,LVA,1999,9.03
Latvia,LVA,2000,8.68
Latvia,LVA,2001,8.2
Latvia,LVA,2002,7.81
Latvia,LVA,2003,7.93
Latvia,LVA,2004,7.91
Latvia,LVA,2005,7.92
Latvia,LVA,2006,7.9
Latvia,LVA,2007,7.92
Latvia,LVA,2008,7.86
Latvia,LVA,2009,6.79
Latvia,LVA,2010,5.67
Latvia,LVA,2011,5.83
Latvia,LVA,2012,5.83
Latvia,LVA,2013,5.75
Latvia,LVA,2014,5.61
Latvia,LVA,2015,5.65
Latvia,LVA,2016,5.68
Latvia,LVA,2017,5.53
Latvia,LVA,2018,5.47
Latvia,LVA,2019,5.42
Latvia,LVA,2020,5.3
Lebanon,LBN,1960,4.5813394
Lebanon,LBN,1970,4.0987
Lebanon,LBN,1990,1.6506
Lebanon,LBN,1992,3.0827
Lebanon,LBN,1997,2.7
Lebanon,LBN,2000,3.07
Lebanon,LBN,2001,3
Lebanon,LBN,2002,3
Lebanon,LBN,2003,3
Lebanon,LBN,2004,3
Lebanon,LBN,2005,3.6
Lebanon,LBN,2006,3.6
Lebanon,LBN,2007,3.43
Lebanon,LBN,2008,3.43
Lebanon,LBN,2009,3.45
Lebanon,LBN,2010,3.45
Lebanon,LBN,2011,3.45
Lebanon,LBN,2012,3.45
Lebanon,LBN,2013,2.86
Lebanon,LBN,2014,2.85
Lebanon,LBN,2015,3.37
Lebanon,LBN,2016,2.73
Lebanon,LBN,2017,2.73
Lebanon,LBN,2018,2.73
Lebanon,LBN,2019,2.73
Lebanon,LBN,2020,2.73
Lebanon,LBN,2021,2.73
Lesotho,LSO,1960,1.1037204
Lesotho,LSO,1970,1.7445
Lesotho,LSO,1975,1.6284
Lesotho,LSO,2006,1.3
Liberia,LBR,1960,1.3224254
Liberia,LBR,1970,1.5769
Liberia,LBR,1975,1.647
Liberia,LBR,2009,0.7
Liberia,LBR,2010,0.8
Liberia,LBR,2016,0.63
Liberia,LBR,2018,1.64
Liberia,LBR,2021,1.59
Libya,LBY,1960,2.7553744
Libya,LBY,1970,3.8137
Libya,LBY,1981,4.8255
Libya,LBY,1990,4.173
Libya,LBY,1997,4.3
Libya,LBY,2000,4.12
Libya,LBY,2001,3.85
Libya,LBY,2002,3.9
Libya,LBY,2003,3.9
Libya,LBY,2004,3.9
Libya,LBY,2005,3.4
Libya,LBY,2006,3.7
Libya,LBY,2007,3.7
Libya,LBY,2008,3.7
Libya,LBY,2009,3.7
Libya,LBY,2010,3.7
Libya,LBY,2011,3.7
Libya,LBY,2012,3.7
Libya,LBY,2013,3.7
Libya,LBY,2014,3.7
Libya,LBY,2015,3.7
Libya,LBY,2016,3.7
Libya,LBY,2017,3.2
Libya,LBY,2018,3.2
Libya,LBY,2019,3.2
Libya,LBY,2020,3.2
Libya,LBY,2021,3.2
Lithuania,LTU,1980,12.0664
Lithuania,LTU,1985,12.776
Lithuania,LTU,1986,12.7692
Lithuania,LTU,1987,12.8029
Lithuania,LTU,1988,12.8054
Lithuania,LTU,1989,12.6358
Lithuania,LTU,1990,12.4872
Lithuania,LTU,1991,12.4654
Lithuania,LTU,1992,12.0454
Lithuania,LTU,1993,11.9106
Lithuania,LTU,1994,11.2838
Lithuania,LTU,1995,11.09
Lithuania,LTU,1996,10.88
Lithuania,LTU,1997,10.19
Lithuania,LTU,1998,10.03
Lithuania,LTU,1999,9.85
Lithuania,LTU,2000,8.59
Lithuania,LTU,2001,8.12
Lithuania,LTU,2002,7.93
Lithuania,LTU,2003,7.73
Lithuania,LTU,2004,7.47
Lithuania,LTU,2005,7.17
Lithuania,LTU,2006,7.05
Lithuania,LTU,2007,7.1
Lithuania,LTU,2008,7.12
Lithuania,LTU,2009,7.14
Lithuania,LTU,2010,7.07
Lithuania,LTU,2011,7.26
Lithuania,LTU,2012,7.26
Lithuania,LTU,2013,7.14
Lithuania,LTU,2014,7.11
Lithuania,LTU,2015,6.83
Lithuania,LTU,2016,6.54
Lithuania,LTU,2017,6.39
Lithuania,LTU,2018,6.27
Lithuania,LTU,2019,6.22
Lithuania,LTU,2020,5.96
Low-income countries,,1960,1.439186
Low-income countries,,1970,1.2605083
Low-income countries,,1975,1.3437
Low-income countries,,1990,0.8697594
Low-income countries,,2006,0.6870119
Lower-middle-income countries,,1960,0.7429745
Lower-middle-income countries,,1970,0.833121
Lower-middle-income countries,,1975,0.8508273
Lower-middle-income countries,,1980,1.1355389
Lower-middle-income countries,,1981,1.0120015
Lower-middle-income countries,,1985,1.0999639
Lower-middle-income countries,,1991,1.0589901
Lower-middle-income countries,,2000,1.8397641
Lower-middle-income countries,,2001,1.7422228
Lower-middle-income countries,,2002,1.6959459
Lower-middle-income countries,,2003,1.0646405
Lower-middle-income countries,,2005,1.5949253
Lower-middle-income countries,,2006,1.7022458
Lower-middle-income countries,,2007,1.594499
Lower-middle-income countries,,2008,1.589372
Lower-middle-income countries,,2009,1.5455678
Lower-middle-income countries,,2010,1.5248708
Lower-middle-income countries,,2011,1.5118262
Lower-middle-income countries,,2012,1.5355198
Lower-middle-income countries,,2013,0.78455037
Lower-middle-income countries,,2014,1.4919285
Lower-middle-income countries,,2015,1.4939574
Lower-middle-income countries,,2016,1.486025
Lower-middle-income countries,,2017,1.5090867
Lower-middle-income countries,,2018,1.4510815
Lower-middle-income countries,,2019,1.4129785
Luxembourg,LUX,1986,8.1
Luxembourg,LUX,1987,8
Luxembourg,LUX,1988,7.9
Luxembourg,LUX,1989,7.8
Luxembourg,LUX,1990,7.6
Luxembourg,LUX,1991,7.5
Luxembourg,LUX,1992,7.3
Luxembourg,LUX,1993,7.4
Luxembourg,LUX,1994,7.2
Luxembourg,LUX,1995,7.1
Luxembourg,LUX,1996,7
Luxembourg,LUX,1997,6.9
Luxembourg,LUX,1998,6.8
Luxembourg,LUX,1999,6.3
Luxembourg,LUX,2000,6.2
Luxembourg,LUX,2001,6.1
Luxembourg,LUX,2002,6
Luxembourg,LUX,2003,6
Luxembourg,LUX,2004,6.4
Luxembourg,LUX,2005,5.79
Luxembourg,LUX,2006,5.65
Luxembourg,LUX,2007,5.67
Luxembourg,LUX,2008,5.57
Luxembourg,LUX,2009,5.47
Luxembourg,LUX,2010,5.37
Luxembourg,LUX,2011,5.28
Luxembourg,LUX,2012,5.16
Luxembourg,LUX,2013,5.17
Luxembourg,LUX,2014,5.06
Luxembourg,LUX,2015,4.96
Luxembourg,LUX,2016,4.81
Luxembourg,LUX,2017,4.66
Luxembourg,LUX,2018,4.51
Luxembourg,LUX,2019,4.26
Luxembourg,LUX,2020,4.19
Luxembourg,LUX,2021,4.15
Macao,MAC,1960,10.121387
Macao,MAC,1970,5.2953
Madagascar,MDG,1960,2.4061859
Madagascar,MDG,1970,2.7908
Madagascar,MDG,1975,2.4313
Madagascar,MDG,1990,0.936
Madagascar,MDG,2000,0.43
Madagascar,MDG,2001,0.33
Madagascar,MDG,2002,0.42
Madagascar,MDG,2003,0.4
Madagascar,MDG,2005,0.39
Madagascar,MDG,2006,0.32
Madagascar,MDG,2007,0.32
Madagascar,MDG,2008,0.29
Madagascar,MDG,2010,0.34
Madagascar,MDG,2011,0.32
Madagascar,MDG,2013,0.33
Madagascar,MDG,2014,0.32
Malawi,MWI,1960,1.1187305
Malawi,MWI,1970,1.5385
Malawi,MWI,1989,0.8419
Malawi,MWI,1990,1.5507
Malawi,MWI,1998,1.34
Malawi,MWI,2007,1.1
Malawi,MWI,2011,1.3
Malaysia,MYS,1960,3.7281327
Malaysia,MYS,1970,3.4697
Malaysia,MYS,1975,3.3467
Malaysia,MYS,1981,2.2783
Malaysia,MYS,1985,2.5576
Malaysia,MYS,1987,2.4779
Malaysia,MYS,1989,2.3395
Malaysia,MYS,1990,2.1306
Malaysia,MYS,1991,2.0939
Malaysia,MYS,1992,2.0607
Malaysia,MYS,1993,2.0295
Malaysia,MYS,1994,2.0215
Malaysia,MYS,1995,2.03
Malaysia,MYS,1996,2.01
Malaysia,MYS,2000,2.05
Malaysia,MYS,2001,2.01
Malaysia,MYS,2002,1.96
Malaysia,MYS,2003,1.92
Malaysia,MYS,2004,1.89
Malaysia,MYS,2005,1.87
Malaysia,MYS,2006,1.9
Malaysia,MYS,2007,1.9
Malaysia,MYS,2008,1.92
Malaysia,MYS,2009,1.91
Malaysia,MYS,2010,1.91
Malaysia,MYS,2011,1.9
Malaysia,MYS,2012,1.9
Malaysia,MYS,2013,1.91
Malaysia,MYS,2014,1.86
Malaysia,MYS,2015,1.87
Malaysia,MYS,2016,1.89
Malaysia,MYS,2017,1.91
Malaysia,MYS,2018,1.93
Malaysia,MYS,2019,1.94
Malaysia,MYS,2020,1.97
Malaysia,MYS,2021,2.01
Maldives,MDV,1990,0.7628
Maldives,MDV,2000,1.66
Maldives,MDV,2001,1.86
Maldives,MDV,2002,1.91
Maldives,MDV,2003,2.16
Maldives,MDV,2004,2.51
Maldives,MDV,2005,2.55
Maldives,MDV,2006,4.34
Maldives,MDV,2007,4.2
Maldives,MDV,2008,2.33
Maldives,MDV,2009,3.91
Maldives,MDV,2015,4.95
Maldives,MDV,2016,4.94
Maldives,MDV,2017,4.94
Maldives,MDV,2018,4.95
Maldives,MDV,2019,6.36
Maldives,MDV,2020,5.04
Mali,MLI,1960,0.6685057
Mali,MLI,1970,0.6791
Mali,MLI,1975,0.7143
Mali,MLI,1998,0.24
Mali,MLI,2005,0.3
Mali,MLI,2008,0.6
Mali,MLI,2009,0.2
Mali,MLI,2010,0.25
Mali,MLI,2011,0.25
Mali,MLI,2012,0.23
Mali,MLI,2013,0.23
Mali,MLI,2014,0.25
Mali,MLI,2015,0.26
Mali,MLI,2016,0.23
Mali,MLI,2017,0.23
Mali,MLI,2018,0.25
Malta,MLT,1960,9.258359
Malta,MLT,1984,9.4639
Malta,MLT,1987,9.3353
Malta,MLT,1988,9.2573
Malta,MLT,1989,9.4411
Malta,MLT,1993,5.8432
Malta,MLT,1994,5.6211
Malta,MLT,1995,5.43
Malta,MLT,1996,5.78
Malta,MLT,1997,5.64
Malta,MLT,1998,5.61
Malta,MLT,1999,5.57
Malta,MLT,2000,5.29
Malta,MLT,2001,7.4
Malta,MLT,2002,7.32
Malta,MLT,2003,7.28
Malta,MLT,2004,7.32
Malta,MLT,2005,7.33
Malta,MLT,2006,7.46
Malta,MLT,2007,7.75
Malta,MLT,2008,7.32
Malta,MLT,2009,4.8
Malta,MLT,2010,4.48
Malta,MLT,2011,4.31
Malta,MLT,2012,4.6
Malta,MLT,2013,4.65
Malta,MLT,2014,4.47
Malta,MLT,2015,4.47
Malta,MLT,2016,4.55
Malta,MLT,2017,4.38
Malta,MLT,2018,4.25
Malta,MLT,2019,4.11
Malta,MLT,2020,4.38
Marshall Islands,MHL,1990,2.2727
Marshall Islands,MHL,1999,2.1
Marshall Islands,MHL,2009,2.7
Marshall Islands,MHL,2010,2.73
Mauritania,MRT,1960,0.2048436
Mauritania,MRT,1970,0.344
Mauritania,MRT,1975,0.3443
Mauritania,MRT,1984,0.7676
Mauritania,MRT,1990,0.6654
Mauritania,MRT,2006,0.4
Mauritius,MUS,1960,4.7166667
Mauritius,MUS,1970,3.9516
Mauritius,MUS,1975,3.2997
Mauritius,MUS,1980,3.1222
Mauritius,MUS,1985,3.3465
Mauritius,MUS,1991,2.8866
Mauritius,MUS,1992,3.1351
Mauritius,MUS,1993,3.0948
Mauritius,MUS,1994,3.0746
Mauritius,MUS,2000,3.76
Mauritius,MUS,2001,3.66
Mauritius,MUS,2002,3.54
Mauritius,MUS,2003,3.41
Mauritius,MUS,2004,3.41
Mauritius,MUS,2005,3.37
Mauritius,MUS,2006,3.4
Mauritius,MUS,2007,3.35
Mauritius,MUS,2008,3.34
Mauritius,MUS,2009,3.48
Mauritius,MUS,2010,3.4
Mauritius,MUS,2011,3.34
Mauritius,MUS,2012,3.46
Mauritius,MUS,2013,3.45
Mauritius,MUS,2014,3.43
Mauritius,MUS,2015,3.47
Mauritius,MUS,2016,3.51
Mauritius,MUS,2017,3.51
Mauritius,MUS,2018,3.54
Mauritius,MUS,2019,3.63
Mauritius,MUS,2020,3.64
Mauritius,MUS,2021,3.71
Mexico,MEX,1980,0.7
Mexico,MEX,1990,1
Mexico,MEX,1991,1.1
Mexico,MEX,1992,1.2
Mexico,MEX,1993,1.2
Mexico,MEX,1994,1.2
Mexico,MEX,1995,1.2
Mexico,MEX,1996,1.2
Mexico,MEX,1997,1.1
Mexico,MEX,1998,1.1
Mexico,MEX,1999,1.1
Mexico,MEX,2000,1.06
Mexico,MEX,2001,1.09
Mexico,MEX,2002,1.1
Mexico,MEX,2003,1.06
Mexico,MEX,2004,1.07
Mexico,MEX,2005,1.05
Mexico,MEX,2006,1.03
Mexico,MEX,2007,1.06
Mexico,MEX,2008,1.04
Mexico,MEX,2009,1.03
Mexico,MEX,2010,1.06
Mexico,MEX,2011,1.04
Mexico,MEX,2012,1.03
Mexico,MEX,2013,1.03
Mexico,MEX,2014,1.02
Mexico,MEX,2015,1
Mexico,MEX,2016,1
Mexico,MEX,2017,0.99
Mexico,MEX,2018,0.98
Mexico,MEX,2019,0.97
Mexico,MEX,2020,1
Mexico,MEX,2021,1.02
Micronesia (country),FSM,1989,3.4673
Micronesia (country),FSM,2000,2.8
Micronesia (country),FSM,2005,3.3
Micronesia (country),FSM,2006,3.31
Micronesia (country),FSM,2009,3.23
Middle East and North Africa (WB),,1960,1.9612739
Middle East and North Africa (WB),,1970,1.9023637
Middle East and North Africa (WB),,1980,1.9485155
Middle East and North Africa (WB),,1981,1.8868368
Middle East and North Africa (WB),,1990,1.8661453
Middle East and North Africa (WB),,2000,1.697331
Middle East and North Africa (WB),,2001,1.6818888
Middle East and North Africa (WB),,2002,1.6926389
Middle East and North Africa (WB),,2003,1.7113066
Middle East and North Africa (WB),,2004,1.7143596
Middle East and North Africa (WB),,2005,1.6655657
Middle East and North Africa (WB),,2006,1.7422391
Middle East and North Africa (WB),,2007,1.6447053
Middle East and North Africa (WB),,2008,1.6020019
Middle East and North Africa (WB),,2009,1.5342699
Middle East and North Africa (WB),,2010,1.538385
Middle East and North Africa (WB),,2011,1.480633
Middle East and North Africa (WB),,2012,1.5365915
Middle East and North Africa (WB),,2013,1.5365076
Middle East and North Africa (WB),,2014,1.5437193
Middle East and North Africa (WB),,2015,1.5600424
Middle East and North Africa (WB),,2016,1.5538627
Middle East and North Africa (WB),,2017,1.5274299
Middle East and North Africa (WB),,2018,1.6375011
Middle East and North Africa (WB),,2019,1.5376115
Middle-income countries,,1970,1.3867427
Middle-income countries,,1975,1.5592248
Middle-income countries,,1980,2.0099459
Middle-income countries,,1981,1.9839995
Middle-income countries,,1985,2.0976932
Middle-income countries,,1990,2.5239012
Middle-income countries,,1991,2.0869386
Middle-income countries,,2000,1.9522749
Middle-income countries,,2001,1.8766382
Middle-income countries,,2002,1.865397
Middle-income countries,,2003,1.5792551
Middle-income countries,,2005,1.8653866
Middle-income countries,,2006,1.9026024
Middle-income countries,,2007,1.8673183
Middle-income countries,,2008,1.9170817
Middle-income countries,,2009,1.9366635
Middle-income countries,,2010,1.9888424
Middle-income countries,,2011,2.0323694
Middle-income countries,,2012,2.1548028
Middle-income countries,,2013,1.8812664
Middle-income countries,,2014,2.2614539
Middle-income countries,,2015,2.3305058
Middle-income countries,,2016,2.3819244
Middle-income countries,,2017,2.4820576
Middle-income countries,,2018,2.526513
Middle-income countries,,2019,2.5399497
Middle-income countries,,2020,2.8094716
Moldova,MDA,1980,12.0548
Moldova,MDA,1981,12.0821
Moldova,MDA,1982,12.0511
Moldova,MDA,1983,12.0798
Moldova,MDA,1984,12.1435
Moldova,MDA,1985,12.2205
Moldova,MDA,1986,12.4355
Moldova,MDA,1987,12.6676
Moldova,MDA,1988,12.7637
Moldova,MDA,1989,12.7275
Moldova,MDA,1990,13.1478
Moldova,MDA,1991,13.1162
Moldova,MDA,1992,12.7903
Moldova,MDA,1993,12.4827
Moldova,MDA,1994,12.2215
Moldova,MDA,1995,12.21
Moldova,MDA,1996,12.13
Moldova,MDA,1997,11.62
Moldova,MDA,1998,11.23
Moldova,MDA,1999,8.19
Moldova,MDA,2000,6.06
Moldova,MDA,2001,5.96
Moldova,MDA,2002,5.89
Moldova,MDA,2003,5.89
Moldova,MDA,2004,5.71
Moldova,MDA,2005,5.74
Moldova,MDA,2006,5.7
Moldova,MDA,2007,5.65
Moldova,MDA,2008,5.72
Moldova,MDA,2009,5.85
Moldova,MDA,2010,5.99
Moldova,MDA,2011,6.13
Moldova,MDA,2012,6.32
Moldova,MDA,2013,6.08
Moldova,MDA,2014,6.03
Moldova,MDA,2015,5.74
Moldova,MDA,2016,5.83
Moldova,MDA,2017,5.78
Moldova,MDA,2018,5.77
Moldova,MDA,2019,5.8
Moldova,MDA,2020,5.57
Moldova,MDA,2021,5.66
Monaco,MCO,1989,18.1071
Monaco,MCO,1992,21.6786
Monaco,MCO,1995,19.57
Monaco,MCO,2006,14.78
Monaco,MCO,2007,14.64
Monaco,MCO,2008,14.78
Monaco,MCO,2009,15.18
Monaco,MCO,2010,15.88
Monaco,MCO,2011,18.32
Monaco,MCO,2012,17.84
Monaco,MCO,2013,22.3
Monaco,MCO,2014,22.02
Mongolia,MNG,1960,8.68196
Mongolia,MNG,1970,9.4952
Mongolia,MNG,1980,11.1972
Mongolia,MNG,1981,11.0289
Mongolia,MNG,1991,11.4865
Mongolia,MNG,2000,7.33
Mongolia,MNG,2001,7.32
Mongolia,MNG,2002,7.46
Mongolia,MNG,2003,7.22
Mongolia,MNG,2004,7.24
Mongolia,MNG,2005,7.14
Mongolia,MNG,2006,7.11
Mongolia,MNG,2007,6.91
Mongolia,MNG,2008,6.86
Mongolia,MNG,2009,6.65
Mongolia,MNG,2010,6.59
Mongolia,MNG,2011,6.91
Mongolia,MNG,2012,7.01
Mongolia,MNG,2013,6.98
Mongolia,MNG,2014,7.09
Mongolia,MNG,2015,7.33
Mongolia,MNG,2016,7.58
Mongolia,MNG,2017,7.72
Mongolia,MNG,2018,7.86
Mongolia,MNG,2019,7.94
Mongolia,MNG,2020,8.22
Mongolia,MNG,2021,10.55
Montenegro,MNE,2000,4.13
Montenegro,MNE,2001,4.16
Montenegro,MNE,2002,4.11
Montenegro,MNE,2003,4.14
Montenegro,MNE,2004,4.15
Montenegro,MNE,2005,4.12
Montenegro,MNE,2006,4.09
Montenegro,MNE,2007,3.94
Montenegro,MNE,2008,3.84
Montenegro,MNE,2009,3.86
Montenegro,MNE,2010,3.91
Montenegro,MNE,2011,3.9
Montenegro,MNE,2012,3.9
Montenegro,MNE,2013,3.81
Montenegro,MNE,2014,3.86
Montenegro,MNE,2015,3.86
Montenegro,MNE,2016,3.86
Montenegro,MNE,2017,3.8
Montenegro,MNE,2018,3.86
Montenegro,MNE,2019,3.81
Montenegro,MNE,2020,3.81
Morocco,MAR,1960,1.5984001
Morocco,MAR,1970,1.4742
Morocco,MAR,1975,1.4286
Morocco,MAR,1981,1.2282
Morocco,MAR,1985,1.2669
Morocco,MAR,1990,1.29
Morocco,MAR,1994,1.1123
Morocco,MAR,1997,0.98
Morocco,MAR,2000,0.88
Morocco,MAR,2001,0.88
Morocco,MAR,2002,0.88
Morocco,MAR,2003,0.89
Morocco,MAR,2004,0.87
Morocco,MAR,2005,0.86
Morocco,MAR,2006,0.86
Morocco,MAR,2007,0.87
Morocco,MAR,2008,0.86
Morocco,MAR,2009,0.85
Morocco,MAR,2010,0.84
Morocco,MAR,2011,0.83
Morocco,MAR,2012,0.83
Morocco,MAR,2013,0.82
Morocco,MAR,2014,1.1
Morocco,MAR,2015,1.1
Morocco,MAR,2016,1.1
Morocco,MAR,2017,1
Morocco,MAR,2019,0.7
Morocco,MAR,2020,0.73
Mozambique,MOZ,1960,0.8088728
Mozambique,MOZ,1970,1.1752
Mozambique,MOZ,1980,1.0897
